醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5937221241,堃泰中西藥局,彰化縣埤頭鄉斗苑西路２６７號,120.4591,23.89176,(04)8928798,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,無
5937230053,彰芳藥局,彰化縣芳苑鄉和平村芳漢路王功段３９１號,120.3382,23.96268,(04)8932321,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,每日上午9點至12點 下午2點半至5點半開始販售 禮拜天下午休息
5937241065,順順藥局,彰化縣大城鄉東城村東平路６３－１號,120.322,23.85443,(04)8946379,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,實名制口罩庫存售完後即不再販賣
5937251105,宏吉藥局,彰化縣竹塘鄉竹塘村仁愛街５０號,120.4271,23.86282,(04)8976709,羅氏家用新冠病毒抗原自我檢測套組,42,2022/04/28 14:00:33,固定周一到周六，早上7:50開始販賣防疫口罩（無發放號碼牌）
5937251150,竹塘健保藥局,彰化縣竹塘鄉竹塘村文化街５０號,120.428,23.8608,(04)8976180,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5937251169,竹塘張藥局,彰化縣竹塘鄉中興街５６號,120.4267,23.85913,(04)8972216,羅氏家用新冠病毒抗原自我檢測套組,15,2022/04/28 14:00:33,無
5937260033,呂藥局,彰化縣溪州鄉溪州里中興路１號,120.4944,23.85174,(04)8895552,羅氏家用新冠病毒抗原自我檢測套組,18,2022/04/28 14:00:33,7:00開始發放號碼牌，依序販售口罩，售完為止
5937261147,益興藥局,彰化縣溪州鄉大庄村中山巷２７號,120.567,23.81505,(04)8802581,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,0730開始販售口罩，售完為止；1930休診
5937261236,溪州貓頭鷹藥局,彰化縣溪州鄉中山路三段臨２９１號、２９３號,120.4933,23.85328,(04)8890101,羅氏家用新冠病毒抗原自我檢測套組,72,2022/04/28 14:00:33,無
5938010108,宏嘉藥局,南投縣南投市崇文里彰南路一段１１１４號,120.6854,23.90663,(049)2228073,羅氏家用新冠病毒抗原自我檢測套組,30,2022/04/28 14:00:33,配合政府防疫政策.星期日不發口罩.星期一到六每天下午3點到6點發口罩
5938010386,南投藥局,南投縣南投市南投村民族路２８６號,120.6867,23.90881,(049)2222607,羅氏家用新冠病毒抗原自我檢測套組,58,2022/04/28 14:00:33,固定周一至周六上午九點開始販售口罩，售完為止。
5938010420,弘昌藥局,南投縣南投市三興里南崗一路８５號,120.6834,23.90096,(049)2228902,羅氏家用新冠病毒抗原自我檢測套組,8,2022/04/28 14:00:33,週一至週六上午9點至晚上8點販賣口罩，隨到隨買不用排隊.
5938011730,明安大藥局,南投縣南投市復興路４８７、４８９號,120.6769,23.91728,(049)2248922,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,早上9:00開始領口罩至晚上21:00
5938011785,健美藥局,南投縣南投市民權街９８號,120.6863,23.90961,(049)2207785,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,星期一到星期六，早上10點賣到下午5點，超過時間不授理。禮拜日休假不賣。
5938011829,和康藥局,南投縣南投市復興路７５－１號,120.6879,23.90336,(049)2227008,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,禮禮拜一到六販售快篩&口罩時間:下午2點開始販售快篩&口罩.星期日休息
5938011838,愛馨藥局,南投縣南投市中山街１４巷１５號,120.687,23.90573,(049)2206006,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,周一至周五14:30--21:00，周六14:30-1730，周日不販售
5938011847,南投啄木鳥藥局,南投縣南投市中興路６１２號,120.6905,23.90472,(049)2241683,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,固定週一至週日早上09:30開始發放號碼牌及販賣口罩。
5938011909,彰南藥局,南投縣南投市彰南路二段２１號,120.6845,23.90847,(049)2230005,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5938011918,聖宸健保藥局,南投縣南投市彰南路三段１６２號１樓,120.6744,23.92727,(049)2251741,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5938011927,詠聖專業藥局,南投縣南投市中山街２０５號,120.6852,23.90976,(049)2226829,羅氏家用新冠病毒抗原自我檢測套組,52,2022/04/28 14:00:33,快篩販售時間:周一~周五下午兩點至三點
5938020088,佳民藥局,南投縣埔里鎮薰化里南昌街２８７號,120.9629,23.96716,(049)2987151,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,口罩每天早上9點開始販售.售完為止.
5938020159,吉生藥局,南投縣埔里鎮南門里南昌街１４５號,120.9663,23.96462,(049)2982966,羅氏家用新冠病毒抗原自我檢測套組,6,2022/04/28 14:00:33,每日上午8:00販售口罩.售完為止
5938021521,大家好藥局,南投縣埔里鎮中山路２段２６２－１號,120.9686,23.96652,(049)2995876,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,3／26下午休息，4／3-4／5休息
5938021683,埔里啄木鳥藥局,南投縣埔里鎮中山路三段４６７號,120.9537,23.96959,(049)2914510,羅氏家用新冠病毒抗原自我檢測套組,5,2022/04/28 14:00:33,無
5938021745,欣欣藥局,南投縣埔里鎮中正路３８５號,120.9678,23.96446,(049)2421931,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,週一~週六早上8：30開始販賣（週二11：00開始販售），週日整天不販售口罩。
5938021772,集成藥局,南投縣埔里鎮南興街２７０號,120.9644,23.96386,(049)2992837,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,口罩代售時間為8:00現場購買~售完為止
5938021781,幸福藥局,南投縣埔里鎮中正路５４８號,120.9643,23.96946,(049)2999800,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,早上9:00開始販售口罩至晚上9:00，星期日不販賣口罩
5938022000,禾安康藥局,南投縣埔里鎮南昌街２１９號１樓,120.9645,23.96633,(049)2900219,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,營業時間皆提供代售口罩服務
5938022019,安欣藥局,南投縣埔里鎮中山路三段９８號,120.9633,23.96631,(04)2906620,羅氏家用新冠病毒抗原自我檢測套組,43,2022/04/28 14:00:33,口罩代售時間:周一至周六早上自08:30-12:00:周一至週五下午3:00-6:00；現場排隊；週六下午至周日全天休
5938022064,大樹埔里藥局,南投縣埔里鎮中正路４３８號,120.9632,23.97263,(049)2980805,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5938022117,埔里福倫健保藥局,南投縣埔里鎮中山路二段３６７號,120.9662,23.96385,(049)2999118,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5938022135,草新健保藥局,南投縣埔里鎮中山路二段３９０號,120.9658,23.96401,(049)2901689,羅氏家用新冠病毒抗原自我檢測套組,14,2022/04/28 14:00:33,口罩販售時間：週一到週日早上九點半開始販售，沒有發放號碼牌，售完為止。
5938022171,博今藥局,南投縣埔里鎮東潤路２０號,120.9942,23.93519,(049)2926689,羅氏家用新冠病毒抗原自我檢測套組,36,2022/04/28 14:00:33,防疫口罩每日上午9時30分開始販售
5938022180,久泰藥局,南投縣埔里鎮南興街３２４、３２６號,120.9634,23.96481,(049)2980968,羅氏家用新冠病毒抗原自我檢測套組,6,2022/04/28 14:00:33,無
5938030100,環球大藥局,南投縣草屯鎮中正路７５３號,120.6845,23.98124,(049)2356485,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,周一至周日8:30現場販售，售完為止
5938030253,健泰藥局,南投縣草屯鎮碧峰里碧山路１０８２號,120.6574,23.97377,(049)2336280,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,星期一至星期六早上9點-晚上9點  星期日公休
5938030280,易生藥局,南投縣草屯鎮明正里芬草路一段１５３號,120.6816,23.98459,(049)2323350,羅氏家用新冠病毒抗原自我檢測套組,5,2022/04/28 14:00:33,每日10:00發放號碼牌及現場販售，售完為止
5938030717,百安大藥局,南投縣草屯鎮中正路７０９號,120.6843,23.9805,(049)2305542,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5938032220,新豐藥局,南投縣草屯鎮中正路１２３２號,120.6885,23.99308,(049)2565127,羅氏家用新冠病毒抗原自我檢測套組,17,2022/04/28 14:00:33,營業時間早上8點至晚上9點，發放口罩時間下午3點開始
5938032417,虎山藥局,南投縣草屯鎮虎山路４８９－１號,120.6871,23.96869,(049)2371389,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5938032480,草屯藥局,南投縣草屯鎮碧山路１４５、１４７號,120.6834,23.9778,(049)2362992,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5938032515,草屯丁丁藥局,南投縣草屯鎮太平路二段１７９號,120.6831,23.97335,(049)2330058,羅氏家用新冠病毒抗原自我檢測套組,22,2022/04/28 14:00:33,無
5938032524,佑全草屯中興藥局,南投縣草屯鎮中興路７８號,120.6821,23.97413,(049)2323440,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,快篩試劑販售時間:下午2點後
5938032560,祥陽藥局,南投縣草屯鎮中正路８２２、８２４號,120.6854,23.98276,(049)2353393,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5938040295,氏林藥局,南投縣竹山鎮中山里雲林路７３號,120.6818,23.75463,(049)2645829,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,※週一至週五AM8:30-PM8:50營業時間均有代售口罩，週六晚上及週日公休。※8／26（三）~8／29（六）特殊營業時間，請電洽。
5938040366,竹山藥局,南投縣竹山鎮中山里竹山路１５０之２號,120.6818,23.7539,(049)2644930,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,處方單調劑，口罩代售
5938040437,宏明堂藥局,南投縣竹山鎮竹山里橫街８８號,120.6831,23.75616,(049)2642202,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,早上7:30開始營業至晚上9:00。（全年無休）
5938041667,竹山啄木鳥藥局,南投縣竹山鎮集山路三段１０１１號,120.681,23.75509,(049)2655345,羅氏家用新冠病毒抗原自我檢測套組,25,2022/04/28 14:00:33,每日12:30-9:00販賣口罩（全年無休）
5938041685,宗穎藥局,南投縣竹山鎮集山路３段５８７號,120.6908,23.76006,(049)2635379,羅氏家用新冠病毒抗原自我檢測套組,27,2022/04/28 14:00:33,早上8:30~起認購口罩（星期日休息）
5938041694,仁惠藥局,南投縣竹山鎮集山路二段９９號,120.7135,23.79961,(049)2622158,羅氏家用新冠病毒抗原自我檢測套組,12,2022/04/28 14:00:33,星期一至五10:00-19:00售口罩
5938041729,早安藥局,南投縣竹山鎮雲林路４１號,120.6834,23.75608,(049)2651032,羅氏家用新冠病毒抗原自我檢測套組,19,2022/04/28 14:00:33,每日早上9:00-晚上9:00販賣口罩（全年無休每月最後六日休息）
5938041756,集山啄木鳥藥局,南投縣竹山鎮集山路３段４０５號,120.696,23.76179,(049)2659287,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,口罩代售時間無限制
5938041809,維淇藥師藥局,南投縣竹山鎮集山路三段８１６－１號,120.6863,23.75949,(049)2653689,羅氏家用新冠病毒抗原自我檢測套組,38,2022/04/28 14:00:33,早上8：30~晚上21：00，星期六下午晚上及星期日休息
5938041872,優適藥局,南投縣竹山鎮大明路１４９－５號,120.6858,23.75999,(049)2630355,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,停售健保口罩
5938041881,明仁藥局,南投縣竹山鎮集山路三段９４８－２號,120.6834,23.75737,(049)2659650,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,防疫口罩販售時間：每日上午9時至12時
5938041916,大明藥局,南投縣竹山鎮大明路４８２號,120.6798,23.759,(049)2652500,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5938041925,耀聖藥局,南投縣竹山鎮集山路三段８１６之５號,120.6862,23.7596,(049)2652267,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,無
5938050077,永明藥局,南投縣集集鎮田寮里龍泉巷６－１號,120.7513,23.83479,(049)2781456,羅氏家用新冠病毒抗原自我檢測套組,36,2022/04/28 14:00:33,無
5938050120,家禾藥局,南投縣集集鎮民生路２３７號,120.779,23.82647,(049)2760565,羅氏家用新冠病毒抗原自我檢測套組,76,2022/04/28 14:00:33,口罩代售：w1~w6 上午 9：00
5938050139,省安藥局,南投縣集集鎮民生路３１號,120.7881,23.8287,(049)2763442,羅氏家用新冠病毒抗原自我檢測套組,10,2022/04/28 14:00:33,實名制成人口罩已售完，其他週一至週六營業時間上午9點開始販售口罩（中途有休息）有營業即販售
5938061285,人德藥局,南投縣名間鄉南雅村員集路１３６號,120.7025,23.83565,(049)2739317,羅氏家用新冠病毒抗原自我檢測套組,10,2022/04/28 14:00:33,口罩代售時間上午11:00-12:00， 下午5:00-6:00， 星期六日及國定假日休息
5938061301,宏春健康生活藥局,南投縣名間鄉彰南路３９５號１樓,120.6931,23.87715,(049)2228041,羅氏家用新冠病毒抗原自我檢測套組,49,2022/04/28 14:00:33,快篩領取時間:周一~周五下午兩點到三點
5938070097,好康藥局,南投縣鹿谷鄉中正路二段６４號,120.7538,23.7458,(049)2753788,羅氏家用新冠病毒抗原自我檢測套組,234,2022/04/28 14:00:33,無
5938100018,佑全藥局,南投縣國姓鄉中興路１０３號,120.8572,24.04147,(049)2722998,羅氏家用新冠病毒抗原自我檢測套組,171,2022/04/28 14:00:33,每日約8:30發放號碼牌，9:00開始販售
5938100063,興安藥局,南投縣國姓鄉石門村國姓路２７８－１號,120.8568,24.04001,(049)2721133,羅氏家用新冠病毒抗原自我檢測套組,311,2022/04/28 14:00:33,正常8:30開始營業，（若消毒完成提早8:00開始販賣口罩）
5938110023,杏仁藥局,南投縣水里鄉新城村民權路２３６號,120.8526,23.81758,(049)2776008,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,周一到周六，下午2:30販售快篩，售完為止，星期日休息
5938110032,人人藥局,南投縣水里鄉中央村中正路７８號,120.854,23.81568,(049)2770166,羅氏家用新冠病毒抗原自我檢測套組,9,2022/04/28 14:00:33,星期一~六口罩代售時間早上08:30，星期天無販售口罩；現場排隊
5938130016,永康藥局,南投縣仁愛鄉大同村仁和路８４號,121.1324,24.02249,(049)2802730,羅氏家用新冠病毒抗原自我檢測套組,172,2022/04/28 14:00:33,醫療口罩領取星期一到星期五早上九點到十二點
5939010399,東京大藥局,雲林縣斗六市文化路７９號,120.5486,23.71107,(05)5348073,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,每天下午3點販賣（售完為止）
5939011832,汶藥局,雲林縣斗六市大同路１０３號２樓,120.5451,23.70965,(05)5344728,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,4／5清明節休假一日
5939012179,保健藥局,雲林縣斗六市梅林路２８３號,120.5996,23.70252,(05)5576037,羅氏家用新冠病毒抗原自我檢測套組,7,2022/04/28 14:00:33,無
5939012339,永光藥局,雲林縣斗六市中山路９號,120.542,23.70989,(05)5379939,羅氏家用新冠病毒抗原自我檢測套組,32,2022/04/28 14:00:33,每日早上8:00販售口罩｡
5939012400,陽光藥局,雲林縣斗六市永安路６９號,120.548,23.70923,(05)5362097,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩試劑下午16:00
5939012526,世明中西藥局,雲林縣斗六市文化路３２４－１號,120.5532,23.71162,(05)5333109,羅氏家用新冠病毒抗原自我檢測套組,55,2022/04/28 14:00:33,口罩販售:於周一到周日營業時間9:00~售完為止
5939012599,斗六藥局,雲林縣斗六市雲林路二段１１３號,120.534,23.70477,(05)5372300,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5939012615,佑全斗六慶生藥局,雲林縣斗六市慶生路２６號,120.5402,23.71281,(05)5372736,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,口罩販售:週一至週日早上9點 ~ 晚上9點
5939020082,惠生大藥局,雲林縣斗南鎮中天里文元街５０號,120.4776,23.67544,(05)5972478,羅氏家用新冠病毒抗原自我檢測套組,76,2022/04/28 14:00:33,早上8點開始販售口罩，售完為止。
5939020091,全安藥局,雲林縣斗南鎮中天里中正路１２３號,120.4783,23.67655,(05)5965255,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,九點開始販售口罩售完為止
5939020224,菩提大藥局,雲林縣斗南鎮延平路二段４１２號,120.4761,23.67559,(05)5951539,羅氏家用新冠病毒抗原自我檢測套組,16,2022/04/28 14:00:33,無
5939021294,玲津藥局,雲林縣斗南鎮中山路１７之２號,120.4801,23.67372,(05)5972889,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,周一至周六08:00-12:00、14:30-18:00依序發放號碼牌並販售口罩，售完為止（如有異動，將於門口公告，或可來電詢問）
5939021463,安瑞藥局,雲林縣斗南鎮新興街９４號,120.48,23.67483,(05)5972099,羅氏家用新冠病毒抗原自我檢測套組,54,2022/04/28 14:00:33,因故無法販售口罩，已向健保署報備
5939021490,庚辛藥局,雲林縣斗南鎮中正路１３９－１號,120.478,23.67642,(05)5953776,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,周一至周六    現場販售，售完為止
5939021543,惠宏藥局,雲林縣斗南鎮延平路２段２６４號,120.4786,23.67841,(05)5953727,羅氏家用新冠病毒抗原自我檢測套組,69,2022/04/28 14:00:33,口罩販售時間:08:00起，售完為止
5939021552,民安藥局,雲林縣斗南鎮中山路８９號,120.4789,23.67575,(05)5972076,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,口罩代售時間自08:00開始，中午12:00至14:30休息，下午14:30開始至晚上20:00
5939021614,斗南藥局,雲林縣斗南鎮南昌路１１２號,120.4791,23.67321,(05)5960102,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5939021623,沈藥局,雲林縣斗南鎮中正路１７６號,120.4781,23.67661,(05)5972748,羅氏家用新冠病毒抗原自我檢測套組,11,2022/04/28 14:00:33,08:00-12:00；13:00-17:00；18:00-21:30
5939031576,良方藥局,雲林縣虎尾鎮中山路５７號,120.4344,23.70764,(05)6312106,羅氏家用新冠病毒抗原自我檢測套組,29,2022/04/28 14:00:33,週一至週六營業時間販售，吃飯時間休息
5939031585,利芳藥局,雲林縣虎尾鎮光復路３１０號,120.4385,23.71011,(05)6311016,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,販賣口罩時間:0830-賣完為止
5939031763,皇安藥局,雲林縣虎尾鎮光復路３５２號,120.4373,23.71023,(05)6333291,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,早上8:00開始賣快篩.售完為止
5939032144,新生松藥局,雲林縣虎尾鎮民生路３７－５號,120.4367,23.70816,(05)6326562,羅氏家用新冠病毒抗原自我檢測套組,12,2022/04/28 14:00:33,無
5939032546,惠眾藥局,雲林縣虎尾鎮林森路二段１６９號,120.4289,23.70476,(05)6363350,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,販售到售完
5939032555,福瑞藥局,雲林縣虎尾鎮仁愛路９０號,120.4343,23.70917,(05)6365190,羅氏家用新冠病毒抗原自我檢測套組,8,2022/04/28 14:00:33,固定周一至周六09:00開始排隊領口罩發完為止，自4／1起周六、周日有發放口罩
5939032617,永德健保藥局,雲林縣虎尾鎮德興路８３號,120.4313,23.70946,(05)6322802,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,週一至週五8:30~21:00販賣口罩，假日9:00~18:00
5939032644,康是美虎尾藥局,雲林縣虎尾鎮中正路２５８．２５８－１號,120.4306,23.70567,(05)6328411,羅氏家用新冠病毒抗原自我檢測套組,34,2022/04/28 14:00:33,實名制快篩試劑於下午13:00~21:00販售（售完為止）
5939032724,虎尾藥局,雲林縣虎尾鎮林森路二段１１７、１１９號,120.4298,23.70595,(05)6336330,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5939040164,一元藥局,雲林縣西螺鎮福興路１７５號,120.4605,23.80032,(05)5879987,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,販賣口罩時間:0800~售完為止
5939041705,祐祐藥局,雲林縣西螺鎮光復西路３６２號,120.4547,23.79624,(05)5878758,羅氏家用新冠病毒抗原自我檢測套組,44,2022/04/28 14:00:33,星期六，星期日無販售實名制口罩
5939041732,一生藥局,雲林縣西螺鎮延平路２３４號,120.4594,23.80118,(05)5862222,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,販賣口罩時間:0800~2000
5939041778,瑞大藥局,雲林縣西螺鎮平和路７７－１號,120.4575,23.7991,(05)5873287,羅氏家用新冠病毒抗原自我檢測套組,10,2022/04/28 14:00:33,無
5939041849,西螺藥局,雲林縣西螺鎮光復西路１２３、１２５號,120.4612,23.79675,(05)5872112,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5939041901,佑全西螺建興藥局,雲林縣西螺鎮建興路２４９號,120.4593,23.80042,(05)5883161,羅氏家用新冠病毒抗原自我檢測套組,5,2022/04/28 14:00:33,無
5939051194,友杏健康健保藥局,雲林縣土庫鎮北平里民權路１４號,120.3543,23.706,(05)6651758,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,販賣口罩週一~週六早上八點半開始販售，售完為止.
5939051229,祥安藥局,雲林縣土庫鎮東平里馬光路３８－１號,120.357,23.70561,(05)6656610,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,口罩販賣以營業時間為準，上午8:10~12:00，下午2:15~5:50，晚上（星期一.三.五）7:00~9:00.請自備零錢，售完為止.
5939051238,天愛藥局,雲林縣土庫鎮中山路８０號,120.3903,23.6749,(05)6629923,羅氏家用新冠病毒抗原自我檢測套組,32,2022/04/28 14:00:33,無
5939060120,民生藥局,雲林縣北港鎮民生路７０號,120.3027,23.56495,(05)7822476,羅氏家用新冠病毒抗原自我檢測套組,7,2022/04/28 14:00:33,上午8:30-晚上9:30，週末請先電話洽詢
5939060255,家庭藥局,雲林縣北港鎮文化路１０１號,120.3023,23.57082,(05)7826739,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,販賣口罩時間:AM1000--2100
5939060317,益安大藥局,雲林縣北港鎮華勝里公園路１８之２號,120.3028,23.57434,(05)7730779,羅氏家用新冠病毒抗原自我檢測套組,8,2022/04/28 14:00:33,口罩...每天8:00開始販售..每日量賣完為止
5939061789,樂芯藥局,雲林縣北港鎮文化路１６６號,120.3038,23.57334,(05)7820005,羅氏家用新冠病毒抗原自我檢測套組,41,2022/04/28 14:00:33,周一至周日早上8:00開始販賣口罩，售完為止
5939061903,大同瑞安藥局,雲林縣北港鎮大同路２１５號,120.3004,23.57188,(05)7831720,羅氏家用新冠病毒抗原自我檢測套組,20,2022/04/28 14:00:33,販賣口罩時間:如營業時間
5939061930,德豐藥局,雲林縣北港鎮公園路１２號,120.303,23.5735,(05)7835338,羅氏家用新冠病毒抗原自我檢測套組,29,2022/04/28 14:00:33,平日中午十二點到兩點休息，下午六點到六點半休息，週日全天休息
5939061949,大樹北港藥局,雲林縣北港鎮華勝路９９號,120.2986,23.57559,(05)7830783,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5939071276,慈生藥局,雲林縣古坑鄉麻園村平和２２號,120.5203,23.6351,(05)5828222,羅氏家用新冠病毒抗原自我檢測套組,76,2022/04/28 14:00:33,週一公休
5939071329,光明藥局,雲林縣古坑鄉東和村文化路１３９－９號,120.5675,23.68493,(05)5263736,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,無
5939090146,明泰藥局,雲林縣莿桐鄉莿桐村中山路１０６號,120.5002,23.75753,(05)5842824,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,販賣口罩時間08:30至完售
5939091312,莿桐台丞藥局,雲林縣莿桐鄉中正路１６６號,120.4991,23.75751,(05)5840808,羅氏家用新冠病毒抗原自我檢測套組,8,2022/04/28 14:00:33,無
5939111220,台丞藥局,雲林縣二崙鄉中山路１２１號,120.4126,23.76987,(05)5985599,羅氏家用新冠病毒抗原自我檢測套組,67,2022/04/28 14:00:33,週日公休
5939120050,韓藥局,雲林縣崙背鄉中山路１６３號,120.3571,23.76011,(05)6962462,羅氏家用新冠病毒抗原自我檢測套組,5,2022/04/28 14:00:33,每日早上8：00依序販售口罩
5939120069,慈恩藥局,雲林縣崙背鄉南陽村永昌路６２號,120.3514,23.76036,(05)6964122,羅氏家用新冠病毒抗原自我檢測套組,31,2022/04/28 14:00:33,口罩:0800-1200；1400-2100（販完為止）
5939121137,莊藥局,雲林縣崙背鄉民權路１８０號,120.3531,23.76169,(05)6960510,羅氏家用新冠病毒抗原自我檢測套組,44,2022/04/28 14:00:33,口罩:1200-1400
5939121173,元美藥局,雲林縣崙背鄉港尾村６１－２號,120.378,23.75106,(05)6962496,羅氏家用新冠病毒抗原自我檢測套組,4,2022/04/28 14:00:33,上午10:00開始代售快篩 ； 上午08:00開放健保卡排序
5939121262,昀橙藥局,雲林縣崙背鄉東明村正義路１２０－１號,120.3595,23.76132,(05)6969089,羅氏家用新冠病毒抗原自我檢測套組,16,2022/04/28 14:00:33,無
5939121271,崙背台丞藥局,雲林縣崙背鄉建國路５６號,120.3548,23.76012,(05)6966789,羅氏家用新冠病毒抗原自我檢測套組,75,2022/04/28 14:00:33,無
5939131286,新興藥局,雲林縣麥寮鄉麥豐村新興路３７－１號,120.2518,23.74714,(05)6938030,羅氏家用新冠病毒抗原自我檢測套組,12,2022/04/28 14:00:33,防疫口罩每日08:00后開始販售，賣完為止
5939131482,麥津藥局,雲林縣麥寮鄉中山路３１３、３１５號,120.2527,23.74947,(05)6932258,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5939141139,東新藥局,雲林縣東勢鄉東勢西路５５號,120.2519,23.6761,(05)6998959,羅氏家用新冠病毒抗原自我檢測套組,27,2022/04/28 14:00:33,無
5939150012,博順藥局,雲林縣褒忠鄉中正路３２５之３號,120.3081,23.69338,(05)6971048,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,因故無法發口罩，已向健保局告知。
5939151135,三民藥局,雲林縣褒忠鄉三民路１５號,120.3109,23.69352,(05)6975515,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,販賣口罩時間：08:00至完售
5939161140,木川藥局,雲林縣台西鄉中山路３９３號,120.1931,23.70056,(05)6986220,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,口罩發放時間:星期一到星期六早上8:00開始，售完為止.星期日休息
5939170023,永昇藥局,雲林縣元長鄉下寮村東庄路３５號,120.3311,23.61548,(05)7861838,羅氏家用新冠病毒抗原自我檢測套組,32,2022/04/28 14:00:33,販賣口罩時間：0800開賣，賣完為止
